tid,descripcion,precio
216,Ullam quasi tenetur laborum quisquam eaque. Mollitia saepe dolore facere atque accusantium nihil laboriosam. Quia quasi esse officiis sequi aliquam ea. Aut sint dolores a similique.,21909.72
221,Libero voluptate debitis culpa. Iusto excepturi odit facere et.,17801.16
220,Explicabo corporis fuga quia necessitatibus veritatis facilis. Id nisi fuga soluta eius dolores. Adipisci voluptatum esse quaerat facere.,11464.9
219,Adipisci voluptas eaque eos deleniti ex vel natus. Dolorem ratione necessitatibus.,14358.27
224,Illo dignissimos molestias quis explicabo corrupti.,10493.34
223,Ab incidunt tempora eum dolor. Saepe iste quibusdam earum nostrum corporis asperiores.,23815.67
222,Quis molestias ipsa alias tempora quisquam alias a. Sint voluptas consequatur ullam exercitationem eos vitae.,17823.11
227,Unde illo quia incidunt. Porro nobis maxime quos.,5497.71
226,Magni ea numquam repudiandae facere officia recusandae. Voluptatum mollitia voluptatem itaque ratione repudiandae. Exercitationem quisquam voluptatibus quod a.,14232.13
225,Numquam ullam perferendis reiciendis. At consequatur perspiciatis doloremque ducimus molestiae provident laudantium.,23780.85
230,Delectus maxime doloremque nisi explicabo unde quis. Cum porro ducimus perferendis itaque praesentium. Nesciunt quos provident voluptas maxime nostrum at.,24718.14
229,Iure aliquam saepe ratione aperiam blanditiis quasi.,11292.66
228,Esse veniam dolores sed tenetur voluptates libero. Vero impedit consequatur deserunt vel dolorum. Repellat eum sint veritatis aut vitae.,4950.84
233,Harum quae minus. Sequi sapiente sed corporis.,18928.05
232,Nobis minus harum quia rem. Eum eos corporis deleniti necessitatibus natus.,23931.92
231,Vero magnam occaecati nam accusantium. Numquam sed modi adipisci dolor aperiam nam quis. Mollitia nam debitis.,21241.3
236,Vel rem nobis tempora porro iste. Iste odio enim id optio dignissimos. Optio deserunt nobis enim nihil aliquid.,2552.14
235,Iure facere rem deserunt porro. Nostrum dolorem perferendis consequatur nisi nihil. Nesciunt non nam corrupti.,11923.93
234,Fugit maiores esse. Corporis cum excepturi maxime labore quasi.,18841.29
239,In exercitationem et ea totam doloribus. Quibusdam officia veritatis corporis ipsa earum maxime quasi. Accusamus sint voluptate.,6962.15
238,Unde id praesentium at corporis. Hic nihil inventore culpa laboriosam non. Doloremque culpa eius.,14436.03
237,Sit voluptatum quam hic. Quaerat hic inventore ipsa labore maiores impedit sequi. Libero reiciendis minima iusto fugiat ad minus.,3562.8
242,Possimus nemo esse rem incidunt. Dignissimos voluptate labore nulla aspernatur earum incidunt ipsum.,9965.43
241,Quidem minus maiores illum. Culpa aspernatur delectus optio iure quidem impedit.,7682.47
240,Libero libero ad earum fugit. Dignissimos praesentium tempore nihil distinctio eligendi. Non consectetur eum reprehenderit dicta laborum.,5718.63
245,Architecto ratione ducimus accusamus. Expedita hic maiores aut natus occaecati recusandae.,12346.12
244,Porro molestiae totam molestias quia cum. Facilis rerum iure consectetur.,16986.65
243,Sed eveniet perspiciatis quaerat doloribus. Cupiditate eveniet maxime perferendis dicta. Inventore nostrum recusandae magni unde quod iste.,13823.2
248,Unde at hic facilis corporis quidem vel. Vero fuga vel aut. Sint cumque qui corrupti.,9406.72
247,Nulla facere maiores nihil ipsum id hic ad. Doloribus eveniet deserunt quisquam non. Dolor odio culpa soluta reprehenderit similique quis.,11365.33
246,Sapiente quis quos debitis numquam quibusdam. Laudantium laboriosam iste voluptate id numquam totam.,14167.99
251,Maxime suscipit necessitatibus reiciendis. Sapiente neque nulla exercitationem. Adipisci maxime vitae culpa beatae nam.,22458.52
250,Perferendis numquam voluptas hic eum dolores dicta numquam. Error velit quia ipsam similique. Tempora nihil aliquid voluptatum delectus iusto.,14872.55
249,Magnam optio neque. Incidunt odit necessitatibus dignissimos pariatur. Exercitationem perferendis fuga soluta.,7861.96
254,Occaecati similique eligendi perspiciatis. Modi exercitationem eveniet ipsa asperiores. Repellendus quibusdam consequuntur tempora.,4959.62
253,Dolorum quisquam esse maxime veniam. Adipisci aperiam dolore autem quas voluptates.,14537.99
252,Impedit aut voluptatum natus provident neque in nihil. Occaecati ut facilis maxime. Sint veniam distinctio exercitationem culpa officia dolorum.,17593.54
256,Fugiat labore quasi quis eveniet. Ratione excepturi explicabo nostrum beatae. Voluptatem consectetur ipsam ducimus vero autem earum. Officia suscipit eveniet dicta occaecati similique.,17268.73
255,Eius quibusdam nisi optio qui labore deserunt. Animi fugiat rem sint. Itaque minima maiores quia vitae recusandae.,21840.73
257,Nulla eius ab quam aut. Tempore odit quos totam eum tempora praesentium occaecati.,16390.97
260,Atque sed reprehenderit reprehenderit dolor ab. Occaecati dicta repudiandae reiciendis eaque necessitatibus doloribus. Corrupti expedita recusandae voluptatibus praesentium ratione dolore.,19791.7
259,Voluptatibus iure quia hic. Quae culpa maxime harum.,14537.75
258,Esse dicta esse.,24069.31
263,Suscipit fugit fugiat nam pariatur. Excepturi at placeat dicta sit vel.,15666.89
262,Quia quibusdam cumque dignissimos praesentium nisi dolorem distinctio. Maxime animi vero sequi dicta officia.,5600.52
261,Unde dolor ex nihil modi molestias temporibus. Et beatae nesciunt. Eos optio occaecati omnis sunt perferendis.,4499.22
266,Fuga quos voluptas dolorum dignissimos velit consequuntur. Totam sunt hic et aut blanditiis quibusdam.,8266.11
265,Nam consequuntur a distinctio consectetur ipsum. Esse perspiciatis delectus placeat similique hic ipsam incidunt. Earum quasi tenetur ipsum unde eius consectetur.,19767.11
264,Magnam assumenda culpa eum. Aliquid possimus esse nam. Nulla facilis mollitia dolor explicabo debitis ab.,16761.91
269,Vitae quos ullam ratione reprehenderit nemo. Esse velit laborum quaerat consequuntur libero id.,13845.25
268,Veniam praesentium tempore. Quibusdam est cumque repudiandae.,16249.31
267,Ea est corporis suscipit sit. Rerum aliquam et fuga ut dolorum perferendis modi. Ex voluptate cumque modi iure culpa rem.,10772.08
270,At necessitatibus dolorum hic voluptas nisi. Molestiae veritatis veritatis nisi earum illum in.,16121.78
272,Facilis corporis alias. Dicta sunt soluta iste dolores voluptatum ipsum. Aut eveniet error at culpa.,9269.17
271,Dolorem odio recusandae ut at blanditiis. Delectus quam labore asperiores. Ex aliquid cupiditate omnis repellat laborum possimus vel.,24261.59
275,Voluptates praesentium magni ipsa. Fugiat modi autem aliquam laudantium vero. Nihil id optio a voluptatem tempore.,14481.99
274,Suscipit adipisci iusto exercitationem excepturi iste. Nostrum doloribus in sed vel. Maiores accusantium sunt deleniti cumque incidunt quia. Iusto alias provident maxime ex.,4595.51
273,Illum vitae blanditiis non aliquam.,19798.25
278,Inventore aliquam velit ut dolore molestiae fuga. Animi laborum exercitationem officiis. Alias libero provident aliquid et.,22734.96
277,Minima eveniet doloremque eaque aliquam. Aspernatur perspiciatis eum veritatis iure repellendus illo.,6025.64
276,Officia magnam optio distinctio esse repellat. Dolorum molestiae consequuntur.,24141.28
281,Corrupti eum vero vel. Nihil reprehenderit quis.,4368.16
280,Reprehenderit non expedita. Eius minus assumenda eaque repudiandae rerum amet aliquam. Necessitatibus quibusdam esse.,5461.39
279,Fuga in suscipit incidunt placeat iste excepturi tenetur. Ipsum asperiores aut velit est sit. Cupiditate ipsam adipisci.,17063.1
284,Soluta perspiciatis nihil praesentium minima.,8110.73
283,Molestias mollitia nulla accusamus sit. Officia fugiat distinctio odit deserunt sit. Cupiditate tenetur facilis fugiat quam eaque.,18734.66
282,Earum cumque perspiciatis repellat laudantium. Iste id alias accusamus repellat dolor consequatur.,18384.11
287,Voluptates nisi sint expedita. Reprehenderit deleniti beatae sequi eligendi quam. Porro suscipit consequatur placeat molestias.,15040.29
286,Vero laborum voluptatibus dolorum corrupti ex nam.,4018.31
285,Iusto numquam eum expedita porro ex. Mollitia aspernatur illo praesentium sint. Cupiditate laboriosam iste ad quasi perferendis amet. Deserunt a rem architecto eveniet a.,9098.0
290,Quaerat consectetur nisi autem inventore. Necessitatibus non placeat praesentium.,12218.88
289,Praesentium hic ipsum quis. Quo a soluta vero.,11227.24
288,Ipsam occaecati qui ipsa unde ipsam. Eos dolores labore perferendis suscipit. Dolorum quia cum recusandae quasi odit dolores.,15400.89
293,Optio eligendi dolores. Perspiciatis neque ex libero fugit sequi. Beatae veritatis reprehenderit laudantium voluptatibus.,8942.7
292,Eius pariatur iure error. Repellat a enim ex totam fugit. Dicta alias hic adipisci dicta sunt molestiae.,3600.52
291,Sed ipsam id ex iusto. Sunt eveniet facilis saepe. Reprehenderit odit natus praesentium natus illum eveniet.,14841.68
296,Placeat vitae iste eum earum ratione laboriosam iure. Vero reiciendis labore provident alias magnam quisquam eum. Quis dicta adipisci corrupti. Eum blanditiis perspiciatis adipisci nesciunt voluptatibus facere voluptas.,3265.59
295,Tenetur deserunt amet pariatur exercitationem. Error ab aut reprehenderit. Est perferendis eius.,21749.39
294,Quia facere modi laudantium facere accusantium. Fuga suscipit dicta ut in facere ab.,15119.18
299,Maxime eveniet beatae debitis. Corporis omnis perferendis quaerat voluptates. Quisquam neque autem reprehenderit. Ipsam possimus nesciunt sunt veritatis.,18567.09
298,Corrupti possimus temporibus officiis. Est tenetur autem unde consequatur quae.,7485.97
297,Corporis ipsam ratione nemo id ducimus. Error voluptates quas nesciunt totam reprehenderit. Harum cumque ratione distinctio enim occaecati id.,3751.54
302,Ratione repellendus dolorum amet amet dolor. Praesentium nihil quo itaque libero magnam. Aliquam necessitatibus maxime numquam omnis sapiente ratione.,5151.68
301,Fugit accusamus cumque quaerat voluptatem nihil explicabo. Doloribus blanditiis occaecati facilis iste doloremque animi ad. Expedita nemo doloribus necessitatibus pariatur accusantium placeat.,19334.32
300,Facilis labore deserunt nesciunt maiores ut ullam. Repudiandae enim doloremque veniam hic.,14237.32
305,Accusantium earum blanditiis qui ratione perferendis quae. Inventore ratione sed natus.,8122.22
304,Iusto amet ratione deserunt occaecati fugit. Soluta natus impedit tenetur velit voluptates quas id.,15995.52
303,Minus ipsum minima distinctio. Animi fugit vero itaque.,4743.7
308,Earum necessitatibus molestias optio quia iste. Sint ea architecto dolorum fugiat. Eaque eius minima similique.,22558.49
307,Soluta autem velit voluptatibus. Ab ex quia dolores ipsam exercitationem.,3556.69
306,Perferendis numquam et at fuga deserunt vel. Sed necessitatibus earum ratione. Ducimus perferendis sapiente officiis necessitatibus odit.,9665.39
311,Necessitatibus deleniti quod quibusdam eum. Accusamus impedit vero nostrum. Reiciendis molestias dignissimos dolorem dolorem amet.,22576.44
310,Debitis rem iste placeat. Cum nisi architecto possimus ullam aperiam.,12112.07
309,Ullam voluptas velit earum dolorem recusandae cupiditate. Eaque natus expedita deserunt eius. Dolorum nostrum velit rem occaecati.,17260.59
314,Iste quibusdam deleniti consectetur nobis facilis vero atque. Sit veniam accusamus est optio unde.,24299.31
313,Praesentium nulla libero optio earum provident ducimus. Illo perferendis rem occaecati ullam. Dolorum necessitatibus natus laboriosam impedit pariatur minima nulla. Atque atque ipsum aperiam.,3698.76
312,Provident dicta fugiat est. Porro doloribus corrupti a. Excepturi incidunt praesentium nobis facere veniam excepturi.,4662.77
317,Blanditiis distinctio occaecati atque debitis inventore dolore incidunt. Ducimus esse expedita magni. Molestiae alias nihil debitis voluptate consequuntur in.,8087.38
316,Rerum labore hic soluta asperiores delectus fugiat. Illo incidunt atque quas dignissimos deleniti vel esse. Fugit odit sequi totam.,13013.98
315,Culpa nihil exercitationem excepturi. Mollitia voluptatibus possimus maiores. Explicabo quisquam tenetur consequatur consequuntur tempora possimus.,16308.99
320,Deleniti deserunt a nostrum eius ipsum. Magni quibusdam expedita harum delectus qui.,9694.31
319,Consectetur ad cupiditate reprehenderit eveniet autem asperiores magni. Quasi molestias alias cupiditate fugit recusandae saepe.,17697.89
318,Atque quae ullam. Deserunt sapiente vitae saepe illum sint laudantium.,22234.81
323,Mollitia odit minus unde. Nobis veritatis amet eveniet eum. Beatae impedit doloribus natus itaque.,24031.06
322,Repudiandae ab cum aut quas doloribus assumenda. Sit modi vitae totam reiciendis vero necessitatibus suscipit.,20948.58
321,Numquam sed occaecati dolores repellendus. Qui unde perspiciatis nemo nesciunt omnis ad. Unde enim molestiae non quod.,6201.77
326,Totam fugiat culpa delectus quod optio laborum. Architecto dignissimos magnam quibusdam unde distinctio vitae.,18136.94
325,Necessitatibus animi debitis nobis sunt beatae. Dolorum aliquid alias optio maxime et voluptatum doloribus. Doloremque ratione ex quod.,3238.03
324,Odio et ipsum provident. Tempora quisquam ducimus ratione sequi soluta esse. Magni earum molestias.,5279.47
329,Quos tempore praesentium eveniet debitis tenetur fugit nulla. Odio minus incidunt dicta.,4743.32
328,Cumque rerum porro. Saepe beatae laudantium sequi cumque repellat sint amet. Adipisci sapiente recusandae.,6562.71
327,Consectetur at laboriosam doloremque harum vero reiciendis accusamus. Soluta vero dolorem ex occaecati laboriosam possimus. Minus illo est vitae possimus.,15664.92
332,Repudiandae nam nemo ipsum. Ipsam libero deleniti veritatis illo sapiente. Enim cum itaque veritatis similique natus.,23987.88
331,Qui placeat similique mollitia dicta quia eum nisi. Laboriosam dicta necessitatibus dolores amet. Neque debitis earum quisquam totam. Sed incidunt laborum velit totam incidunt animi.,20230.48
330,Eligendi ab recusandae dolorum magnam eaque. Voluptatibus sed laborum quos. Repellat quisquam laborum quaerat. Nam earum in quos facilis maiores.,18357.96
335,Fugiat doloribus harum aut dolore doloribus eaque. Neque consequatur reprehenderit autem et eligendi. Quaerat fuga sed suscipit ad rerum sapiente quos.,12998.08
334,Cum iusto magnam ipsa. Quae officiis quisquam assumenda in magni.,20717.2
333,Dolore corporis earum aperiam tempore corporis quo. Eveniet laudantium repellat nostrum. Dolorem tenetur ullam eius.,16339.39
338,Commodi minus in ipsum quis. Facilis tempora eligendi alias architecto hic repellat. Eius vero fugit ducimus nostrum maiores quos labore.,15400.85
337,Voluptatibus voluptatem doloremque alias sit porro atque tempore. Necessitatibus iste repudiandae quaerat.,21607.89
336,Minus quos consectetur sequi aut aut placeat. Odit vitae placeat eligendi molestiae.,16975.97
341,Odio illo incidunt quam molestiae. Rerum incidunt unde. Autem saepe cum magni ducimus.,3862.18
340,Id saepe tempora et commodi. Enim veniam vel iure quas.,4006.12
339,Culpa magnam quibusdam. Voluptate ea mollitia voluptatem ipsum eligendi occaecati.,3152.46
